"","Log2FC_estimate","SE","pval","CI_lb","CI_ub","Number_Of_Comparisons","Number_of_ Contrasts","Number_of_Coefficients","tau2_ResidualHeterogeneity","SE_tau2_ResidualHeterogeneity","QE_CochransQ_Teststat","QEp_CochransQ_pval","I2_PercentVar_TrueHeterogeneity","H2_Ratio_EffectHetero_overSamplVar","PubBias_Egger_Zstat","PubBias_Egger_pval","PubBias_Egger_DF","Leave1Out_Min_Log2FC","Leave1Out_Max_Log2FC","Leave1Out_Min_Pval","Leave1Out_Max_Pval","FDR","QEp_FDR","Egger_FDR","DB.Class.Key","Mouse_Common.Organism.Name","Mouse_NCBI.Taxon.ID","Mouse_Symbol","Mouse_EntrezGene.ID","Mouse_Mouse.MGI.ID","Mouse_HGNC.ID","Mouse_OMIM.Gene.ID","Mouse_Genetic.Location","Mouse_Genome.Coordinates..mouse..GRCm39.human..GRCh38.","Mouse_Name","Mouse_Synonyms","Mouse_ENSEMBLGene.ID","Ensembl_Entrez","Rat_Common.Organism.Name","Rat_NCBI.Taxon.ID","Rat_Symbol","Rat_EntrezGene.ID","Rat_Mouse.MGI.ID","Rat_HGNC.ID","Rat_OMIM.Gene.ID","Rat_Genetic.Location","Rat_Genome.Coordinates..mouse..GRCm39.human..GRCh38.","Rat_Name","Rat_Synonyms","Rat_Ensembl","Rat_DBSymbol","Rat_DBName","MouseRat_GeneSymbol"
"Xrcc4_Xrcc4",-0.0693944560750647,0.0465507191902728,0.136032946759444,-0.160632189142437,0.0218432769923076,9,10,1,0,0.009436496067566,3.60840760514851,0.935248047682518,0,1,-0.831864354252463,0.405485514079233,NA,-0.0920358423158704,-0.0581623825914684,0.0770533181478395,0.235724410419609,0.720942740078609,1,1,"51438914","mouse, laboratory","10090","Xrcc4","108138","MGI:1333799","","","Chr13  cM","Chr13:89997033-90237727(-)","X-ray repair complementing 4","2310057B22Rik","ENSMUSG00000021615","ENSMUSG00000021615_108138","rat","10116","Xrcc4","309995","","","","Chr2 q12","","X-ray repair cross complementing 4","","ENSRNOG00000029966","Xrcc4","X-ray repair cross complementing 4","Xrcc4_Xrcc4"
"Ppil2_Ppil2",-0.027246265393762,0.0250498098205602,0.276734844195822,-0.0763429904616377,0.0218504596741137,9,10,1,0,0.00242654400211844,2.17995002399794,0.988291661400907,0,1,0.0189001298105136,0.984920775986299,NA,-0.0347139294685599,-0.0169987495384677,0.199535655632092,0.563519780856361,0.821478540194811,1,1,"51435690","mouse, laboratory","10090","Ppil2","66053","MGI:2447857","","","Chr16  cM","Chr16:16904419-16929121(-)","peptidylprolyl isomerase (cyclophilin)-like 2","C130078A06Rik","ENSMUSG00000022771","ENSMUSG00000022771_66053","rat","10116","Ppil2","360746","","","","Chr11 q23","","peptidylprolyl isomerase like 2","","ENSRNOG00000026900","Ppil2","peptidylprolyl isomerase like 2","Ppil2_Ppil2"
"Bag6_Bag6",-0.0322129714817994,0.0275914938092369,0.243009935127081,-0.0862913056275637,0.0218653626639648,9,10,1,0,0.00317347548794111,6.84318682431115,0.653441927021933,0,1,1.59129094838069,0.111544112934291,NA,-0.0466623155758251,-0.0134670271517125,0.105736743955065,0.669775286814944,0.802774280313351,1,0.853476753784982,"51425518","mouse, laboratory","10090","Bag6","224727","MGI:1919439","","","Chr17  cM","Chr17:35354154-35366298(+)","BCL2-associated athanogene 6","Bat3|D17H6S52E|G3|Scythe","ENSMUSG00000024392","ENSMUSG00000024392_224727","rat","10116","Bag6","94342","","","","Chr20 p12","","BAG cochaperone 6","Bat3","ENSRNOG00000000851","Bag6","BAG cochaperone 6","Bag6_Bag6"
"Guk1_Guk1",-0.0355289157003985,0.0292954710927312,0.225214540932444,-0.0929469839522858,0.0218891525514889,9,10,1,0,0.00345356615054551,4.57557535041248,0.869627800140989,0,1,0.266721260884639,0.789683782935611,NA,-0.0426618598391869,-0.0230291951392273,0.154937436743903,0.452719937647925,0.794553748981805,1,1,"51430613","mouse, laboratory","10090","Guk1","14923","MGI:95871","","","Chr11  cM","Chr11:59074701-59083069(-)","guanylate kinase 1","","ENSMUSG00000020444","ENSMUSG00000020444_14923","rat","10116","Guk1","303179","","","","Chr10 q22","","guanylate kinase 1","","ENSRNOG00000002928","Guk1","guanylate kinase 1","Guk1_Guk1"
"Ttll12_Ttll12",-0.0578257879056856,0.0406792259139275,0.155169537754014,-0.137555605615952,0.0219040298045808,9,10,1,0,0.00594538384482415,3.76742879948963,0.926042205691526,0,1,1.17524879734581,0.239895192808796,NA,-0.0743913658468273,-0.0268342583825769,0.103105101694595,0.570765300824018,0.735010600757292,1,0.963768026821326,"51438472","mouse, laboratory","10090","Ttll12","223723","MGI:3039573","","","Chr15  cM","Chr15:83459295-83479358(-)","tubulin tyrosine ligase-like family, member 12","","ENSMUSG00000016757","ENSMUSG00000016757_223723","rat","10116","Ttll12","300105","","","","Chr7 q34","","tubulin tyrosine ligase like 12","RGD1305319","ENSRNOG00000022623","Ttll12","tubulin tyrosine ligase like 12","Ttll12_Ttll12"
"Bet1l_Bet1l",-0.0468992535795919,0.0351112691424666,0.181636813190649,-0.115716076550319,0.0219175693911351,9,10,1,5.96983858984809e-06,0.00517394680639923,8.82386801059109,0.453689182304992,0.0459637176027746,1.00045984853951,1.39662958011543,0.162524990363579,NA,-0.0626216967475542,-0.0247079562481555,0.110561047246723,0.509916562555727,0.755902406249363,1,0.921493742120487,"51437177","mouse, laboratory","10090","Bet1l","54399","MGI:1913128","","","Chr7  cM","Chr7:140433297-140437306(-)","Bet1 golgi vesicular membrane trafficking protein like","Gs15","ENSMUSG00000025484","ENSMUSG00000025484_54399","rat","10116","Bet1l","54400","","","","Chr1 q41","","Bet1 golgi vesicular membrane trafficking protein-like","Gs15","ENSRNOG00000013165","Bet1l","Bet1 golgi vesicular membrane trafficking protein-like","Bet1l_Bet1l"
"L3mbtl2_L3mbtl2",-0.0347280208053009,0.0289171890172641,0.229771634816925,-0.0914046698132758,0.021948628202674,9,10,1,0,0.00348488005591757,8.86338377186948,0.449979579008783,0,1,0.304918163326531,0.760428481774259,NA,-0.050171426426231,-0.0205585778919619,0.0935339760156699,0.491828659377116,0.795589207555057,1,1,"51431345","mouse, laboratory","10090","L3mbtl2","214669","MGI:2443584","","","Chr15  cM","Chr15:81548090-81572516(+)","L3MBTL2 polycomb repressive complex 1 subunit","4732493N06Rik|m4mbt","ENSMUSG00000022394","ENSMUSG00000022394_214669","rat","10116","L3mbtl2","300320","","","","Chr7 q34","","L3MBTL histone methyl-lysine binding protein 2","","ENSRNOG00000024743","L3mbtl2","L3MBTL histone methyl-lysine binding protein 2","L3mbtl2_L3mbtl2"
"Dync1li2_Dync1li2",-0.0241074574251984,0.0234990049073342,0.304942167309638,-0.0701646607161034,0.0219497458657066,9,10,1,0,0.00224998306211599,3.19336971262444,0.956132269612013,0,1,0.917487850628049,0.358887056484351,NA,-0.0348476934067663,-0.0127689046322872,0.184562968939822,0.623274500117628,0.835728168103164,1,0.99225161408423,"51429048","mouse, laboratory","10090","Dync1li2","234663","MGI:107738","","","Chr8  cM","Chr8:105144312-105169679(-)","dynein, cytoplasmic 1 light intermediate chain 2","LIC2","ENSMUSG00000035770","ENSMUSG00000035770_234663","rat","10116","Dync1li2","81655","","","","Chr19 p14","","dynein, cytoplasmic 1 light intermediate chain 2","Lic2","ENSRNOG00000025791","Dync1li2","dynein, cytoplasmic 1 light intermediate chain 2","Dync1li2_Dync1li2"
"Dcaf15_Dcaf15",-0.0663598438738821,0.0450599335970692,0.140831469663008,-0.154675690869904,0.0219560031221399,9,10,1,0.00294504091980893,0.00902517762873029,10.3367284546545,0.323919130700784,14.6046277972358,1.17102364473052,-0.62828157906864,0.529819496796171,NA,-0.0918334592113846,-0.0378496282734091,0.0375183590724123,0.371211070747573,0.726203217153122,1,1,"51429033","mouse, laboratory","10090","Dcaf15","212123","MGI:2684420","","","Chr8  cM","Chr8:84823701-84831397(-)","DDB1 and CUL4 associated factor 15","MGC:66593","ENSMUSG00000037103","ENSMUSG00000037103_212123","rat","10116","Dcaf15","304653","","","","Chr19 q11","","DDB1 and CUL4 associated factor 15","RGD1304881","ENSRNOG00000006551","Dcaf15","DDB1 and CUL4 associated factor 15","Dcaf15_Dcaf15"
"Fzd8_Fzd8",-0.253888254145074,0.1407480627101,0.0712549796833238,-0.529749387950655,0.0219728796605067,9,10,1,0.137443291226329,0.0926233744557997,28.5745621841986,0.000764222290121282,73.9788495569795,3.84302762550694,-0.297975581719871,0.765721800501688,NA,-0.312045415906328,-0.147363466612033,0.0290862674232708,0.165374990339806,0.62371299327269,0.0411834141764213,1,"51430311","mouse, laboratory","10090","Fzd8","14370","MGI:108460","","","Chr18  cM","Chr18:9212856-9216201(+)","frizzled class receptor 8","Fz8|mFZ8","ENSMUSG00000036904","ENSMUSG00000036904_14370","rat","10116","Fzd8","364754","","","","Chr17 q12.1","","frizzled class receptor 8","","ENSRNOG00000069521","Fzd8","frizzled class receptor 8","Fzd8_Fzd8"
"Ano10_Ano10",-0.056787516831548,0.0402255361730971,0.15803005751678,-0.135628118989632,0.0220530853265354,9,10,1,0,0.00659881068728554,6.85840473673793,0.651858719995184,0,1,1.12231375509179,0.261729059750793,NA,-0.0687135452622996,-0.0335923114440559,0.0972329480905663,0.469207625090405,0.735594588093403,1,0.970928164640421,"51425248","mouse, laboratory","10090","Ano10","102566","MGI:2143103","","","Chr9  cM","Chr9:122004958-122123440(-)","anoctamin 10","Tmem16k","ENSMUSG00000037949","ENSMUSG00000037949_102566","rat","10116","Ano10","301111","","","","Chr8 q32","","anoctamin 10","RGD1308260|Tmem16k","ENSRNOG00000000219","Ano10","anoctamin 10","Ano10_Ano10"
"Nt5c3b_Nt5c3b",-0.0378898329305342,0.0305896158980689,0.215475079867351,-0.0978443783916632,0.0220647125305947,9,10,1,2.58154431880953e-08,0.00393866969641925,9.95058316868866,0.354500601478395,0.00026249113384219,1.00000262491823,0.56483526476729,0.572185818327618,NA,-0.0591368756754771,-0.0283891136610775,0.0616616058334135,0.376440769711753,0.791027730797487,1,1,"51443435","mouse, laboratory","10090","Nt5c3b","68106","MGI:1915356","","","Chr11  cM","Chr11:100313147-100332634(-)","5'-nucleotidase, cytosolic IIIB","2610037D24Rik|C330027I04Rik|Nt5c3l","ENSMUSG00000017176","ENSMUSG00000017176_68106","rat","10116","Nt5c3b","360629","","","","Chr10 q31","","5'-nucleotidase, cytosolic IIIB","Nt5c3l","ENSRNOG00000016475","Nt5c3b","5'-nucleotidase, cytosolic IIIB","Nt5c3b_Nt5c3b"
"Lrfn4_Lrfn4",-0.102199420759748,0.0634043243289193,0.106990600646524,-0.226469612908526,0.0220707713890307,9,10,1,0.0179249360312559,0.0179378548502164,17.0296386716273,0.0482538555676271,50.8117934357482,2.03300764522438,-1.79133138814042,0.0732401320518224,NA,-0.131968917546406,-0.0572245333036687,0.0352536046997475,0.25154128806915,0.689405302606686,0.645778376075192,0.772176664760279,"51434322","mouse, laboratory","10090","Lrfn4","225875","MGI:2385612","","","Chr19  cM","Chr19:4661813-4665695(-)","leucine rich repeat and fibronectin type III domain containing 4","MGC:36464|MGC:36545|SALM3","ENSMUSG00000045045","ENSMUSG00000045045_225875","rat","10116","Lrfn4","688721","","","","Chr1 q43","","leucine rich repeat and fibronectin type III domain containing 4","","ENSRNOG00000019356","Lrfn4","leucine rich repeat and fibronectin type III domain containing 4","Lrfn4_Lrfn4"
"Sema4a_Sema4a",-0.0476534959331627,0.0356122605819781,0.1808571591611,-0.117452244081895,0.0221452522155698,9,10,1,0,0.00534898335242331,2.8016969476995,0.971640717620414,0,1,0.796470104195675,0.42575884530751,NA,-0.057997653711068,-0.0251284193200519,0.114610395359681,0.591407985608505,0.755703530688243,1,1,"51435491","mouse, laboratory","10090","Sema4a","20351","MGI:107560","","","Chr3  cM","Chr3:88343266-88368489(-)","sema domain, immunoglobulin domain (Ig), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 4A","Semab|SemB|SemB","ENSMUSG00000028064","ENSMUSG00000028064_20351","rat","10116","Sema4a","310630","","","","Chr2 q34","","semaphorin 4A","","ENSRNOG00000019737","Sema4a","semaphorin 4A","Sema4a_Sema4a"
"Grwd1_Grwd1",-0.0605424297980986,0.0421960928770435,0.151347639444157,-0.143245252125411,0.0221603925292136,9,10,1,0,0.00722579912708577,6.49658355771273,0.689371396774071,0,1,1.41522401450445,0.157002825623364,NA,-0.0793717763314986,-0.0237899808067998,0.0677151466655693,0.633787436468916,0.732532386482286,1,0.913351885995763,"51426228","mouse, laboratory","10090","Grwd1","101612","MGI:2141989","","","Chr7  cM","Chr7:45474647-45480218(-)","glutamate-rich WD repeat containing 1","WDR28","ENSMUSG00000053801","ENSMUSG00000053801_101612","rat","10116","Grwd1","308592","","","","Chr1 q22","","glutamate-rich WD repeat containing 1","","ENSRNOG00000021058","Grwd1","glutamate-rich WD repeat containing 1","Grwd1_Grwd1"
"Chchd2_Chchd2l3",-0.0473592290737905,0.0354819508568063,0.181960995778077,-0.116902574854351,0.02218411670677,8,9,1,0,0.00427938997316338,10.4669816516192,0.233766461399292,0,1,-0.0814687097257583,0.935069208160833,NA,-0.0628473858445093,-0.0248936678139259,0.0816031183687103,0.771296545880464,0.755902406249363,1,1,"51426744","mouse, laboratory","10090","Chchd2","14004","MGI:1261428","","","Chr5  cM","Chr5:129910002-129916311(-)","coiled-coil-helix-coiled-coil-helix domain containing 2","Etohi6","ENSMUSG00000070493","ENSMUSG00000070493_14004","rat","10116","Chchd2l3","316643","","","","Chr9 q36","","coiled-coil-helix-coiled-coil-helix domain containing protein 2-like 3","Chchd2|Scand3-ps1","ENSRNOG00000051180","Chchd2l3","coiled-coil-helix-coiled-coil-helix domain containing protein 2-like 3","Chchd2_Chchd2l3"
"Hdgfl2_Hdgfl2",-0.0362251691458307,0.0298100669549895,0.224290130218482,-0.0946518267543378,0.0222014884626763,9,10,1,0,0.00377256929737656,1.4191823844705,0.997703085319784,0,1,0.267139194376578,0.789361991031193,NA,-0.042599631657967,-0.0320839933523466,0.171962540711589,0.409779309807212,0.794269462893088,1,1,"51430673","mouse, laboratory","10090","Hdgfl2","15193","MGI:1194492","","","Chr17  cM","Chr17:56386661-56407605(+)","HDGF like 2","Hdgfrp2|HRP-2","ENSMUSG00000002833","ENSMUSG00000002833_15193","rat","10116","Hdgfl2","171073","","","","Chr9","","HDGF like 2","Hdgf2|Hdgfrp2","ENSRNOG00000049142","Hdgfl2","HDGF like 2","Hdgfl2_Hdgfl2"
"Mrpl24_Mrpl24",-0.0450732299170793,0.0343359477678412,0.189279823482893,-0.112370450917096,0.0222239910829379,8,9,1,0,0.00478563494573902,2.16908573308023,0.975384354351379,0,1,0.528806392553436,0.596939762761145,NA,-0.0537605832376799,-0.0274799975594597,0.148179375279282,0.515413217685281,0.765898497440363,1,1,"51439299","mouse, laboratory","10090","Mrpl24","67707","MGI:1914957","","","Chr3  cM","Chr3:87826813-87830979(+)","mitochondrial ribosomal protein L24","2010005E08Rik|2810470K06Rik|6720473G22Rik|MGC:25749|MGC:38056|MGC:7749","ENSMUSG00000019710","ENSMUSG00000019710_67707","rat","10116","Mrpl24","295224","","","","Chr2 q34","","mitochondrial ribosomal protein L24","","ENSRNOG00000022234","Mrpl24","mitochondrial ribosomal protein L24","Mrpl24_Mrpl24"
"Plxnb2_Plxnb2",-0.0455478176595047,0.0345957754745217,0.187982242386445,-0.113354291606801,0.0222586562877918,9,10,1,0,0.00507504257472485,4.3152297954061,0.889467583955143,0,1,0.84302848523423,0.39921251293601,NA,-0.055285160733001,-0.0305894859284382,0.118855389929724,0.430847166309977,0.764364444627245,1,1,"51430141","mouse, laboratory","10090","Plxnb2","140570","MGI:2154239","","","Chr15  cM","Chr15:89039752-89064960(-)","plexin B2","1110007H23Rik|Debt|mKIAA0315","ENSMUSG00000036606","ENSMUSG00000036606_140570","rat","10116","Plxnb2","315217","","","","Chr7 q34","","plexin B2","","ENSRNOG00000007133","Plxnb2","plexin B2","Plxnb2_Plxnb2"
"St3gal5_St3gal5",-0.0386600308871574,0.0310853458001773,0.213619633551352,-0.0995861891024784,0.0222661273281635,9,10,1,0,0.00391262437964872,3.09935066979688,0.960225310937311,0,1,0.142022106039947,0.88706254457944,NA,-0.052521029459505,-0.0302906605391679,0.110739039820771,0.376132801622402,0.788727930468498,1,1,"51430512","mouse, laboratory","10090","St3gal5","20454","MGI:1339963","","","Chr6  cM","Chr6:72074576-72131555(+)","ST3 beta-galactoside alpha-2,3-sialyltransferase 5","ST3Gal V","ENSMUSG00000056091","ENSMUSG00000056091_20454","rat","10116","St3gal5","83505","","","","Chr4 q32","","ST3 beta-galactoside alpha-2,3-sialyltransferase 5","Siat9","ENSRNOG00000010284","St3gal5","ST3 beta-galactoside alpha-2,3-sialyltransferase 5","St3gal5_St3gal5"
"Nrarp_Nrarp",-0.0488924559664702,0.0363106055260438,0.178139317798861,-0.120059935054357,0.0222750231214166,9,10,1,4.65148843258102e-06,0.00557217975983434,8.77138270855825,0.458639758892221,0.0331899329741748,1.00033200952348,1.00717219677226,0.313852031530041,NA,-0.0634219030723503,-0.0281577549970406,0.0865024846874878,0.514540682709824,0.753411546669975,1,0.982782879362142,"51429411","mouse, laboratory","10090","Nrarp","67122","MGI:1914372","","","Chr2  cM","Chr2:25070770-25073351(+)","Notch-regulated ankyrin repeat protein","2700054M22Rik","ENSMUSG00000078202","ENSMUSG00000078202_67122","rat","10116","Nrarp","499745","","","","Chr3 p13","","Notch-regulated ankyrin repeat protein","","ENSRNOG00000009354","Nrarp","Notch-regulated ankyrin repeat protein","Nrarp_Nrarp"
"Padi2_Padi2",-0.0765491005635667,0.0504386669986884,0.129098366498975,-0.175407071309205,0.0223088701820715,9,10,1,0,0.010046381910217,3.24207580045642,0.953919149987013,0,1,-0.927535939131277,0.353648340955084,NA,-0.0958334030183615,-0.0634082959305931,0.101724895403422,0.227224367692424,0.707311937579019,1,0.99225161408423,"51433299","mouse, laboratory","10090","Padi2","18600","MGI:1338892","","","Chr4  cM","Chr4:140633685-140679897(+)","peptidyl arginine deiminase, type II","mKIAA0994|PAD type II|Pdi|Pdi2","ENSMUSG00000028927","ENSMUSG00000028927_18600","rat","10116","Padi2","29511","","","","Chr5 q36","","peptidyl arginine deiminase 2","Pdi2","ENSRNOG00000007574","Padi2","peptidyl arginine deiminase 2","Padi2_Padi2"
"Bin1_Bin1",-0.0417054344709391,0.0326614227198636,0.201636864434717,-0.10572064668571,0.0223097777438319,9,10,1,0,0.00430242119343908,2.1152567473816,0.989510966045879,0,1,-0.581354697023145,0.561001423550603,NA,-0.0512936922797258,-0.0345459626858598,0.171025602449627,0.301742747908901,0.775475001184953,1,1,"51425584","mouse, laboratory","10090","Bin1","30948","MGI:108092","","","Chr18  cM","Chr18:32510283-32568790(+)","bridging integrator 1","Amphiphysin 2|Amphl","ENSMUSG00000024381","ENSMUSG00000024381_30948","rat","10116","Bin1","117028","","","","Chr18 p12","","bridging integrator 1","","ENSRNOG00000012852","Bin1","bridging integrator 1","Bin1_Bin1"
"Eif4g1_Eif4g1",-0.0234196981913885,0.0233320861081302,0.315496717442276,-0.069149746647511,0.0223103502647339,9,10,1,0,0.00223286032888239,1.65697944747491,0.995806065222689,0,1,-0.143434955212353,0.885946678111583,NA,-0.0324235959334662,-0.0161950141972752,0.205100801343832,0.561341163392926,0.840478403786405,1,1,"51428704","mouse, laboratory","10090","Eif4g1","208643","MGI:2384784","","","Chr16  cM","Chr16:20491457-20511633(+)","eukaryotic translation initiation factor 4, gamma 1","E030015G23Rik|MGC:37551","ENSMUSG00000045983","ENSMUSG00000045983_208643","rat","10116","Eif4g1","287986","","","","Chr11 q23","","eukaryotic translation initiation factor 4 gamma 1","","ENSRNOG00000001738","Eif4g1","eukaryotic translation initiation factor 4 gamma 1","Eif4g1_Eif4g1"
"Dguok_Dguok",-0.0882865664658856,0.0564605533018744,0.117891369934111,-0.198947217484763,0.0223740845529923,9,10,1,0.0136691495774484,0.0146033899539187,15.7243469020506,0.0728658971149059,44.6523312278804,1.80676083055504,-0.479216859142744,0.631784361751663,NA,-0.11920113169343,-0.0478661362543241,0.028709785195787,0.323709508194807,0.699248423660274,0.770519797930585,1,"51439082","mouse, laboratory","10090","Dguok","27369","MGI:1351602","","","Chr6  cM","Chr6:83457199-83483887(-)","deoxyguanosine kinase","dGK","ENSMUSG00000014554","ENSMUSG00000014554_27369","rat","10116","Dguok","297389","","","","Chr4 q34","","deoxyguanosine kinase","","ENSRNOG00000011617","Dguok","deoxyguanosine kinase","Dguok_Dguok"
"Psmb7_Psmb7",-0.0297072840299616,0.026577570163675,0.263670486691166,-0.0817983643473509,0.0223837962874276,9,10,1,2.14083219407383e-06,0.00282199305357714,12.2106431905669,0.201693088827664,0.0274678328271536,1.00027475379719,0.441604648632564,0.658775319517849,NA,-0.0498749936019022,-0.0183751818453009,0.068393375834707,0.664720532103176,0.815802356516087,1,1,"51425555","mouse, laboratory","10090","Psmb7","19177","MGI:107637","","","Chr2  cM","Chr2:38478058-38533964(-)","proteasome (prosome, macropain) subunit, beta type 7","MC14","ENSMUSG00000026750","ENSMUSG00000026750_19177","rat","10116","Psmb7","85492","","","","Chr3 q12","","proteasome 20S subunit beta 7","","ENSRNOG00000011732","Psmb7","proteasome 20S subunit beta 7","Psmb7_Psmb7"
"Cd9_Cd9",-0.0773124685513291,0.0508677579934264,0.128543210813787,-0.177011442192744,0.022386505090086,8,9,1,0.00754866373336753,0.0111212761455553,11.8509984300324,0.157976809627155,34.019654078364,1.51560284510737,0.540178322523677,0.58907406072042,NA,-0.106586374937621,-0.0455260277548184,0.00888845994937169,0.277832292379106,0.707311937579019,0.99150325361459,1,"51441339","mouse, laboratory","10090","Cd9","12527","MGI:88348","","","Chr6  cM","Chr6:125437229-125471723(-)","CD9 antigen","Tspan29","ENSMUSG00000030342","ENSMUSG00000030342_12527","rat","10116","Cd9","24936","","","","Chr4 q42","","CD9 molecule","","ENSRNOG00000019556","Cd9","CD9 molecule","Cd9_Cd9"
